Agence,NomAgence,Référence,Type,Arrêt,Adresse,Ville,Secteur Inter.,Nom Client,Nom Technicien
0001,Agence Genas,AF258897,Porte sectionnelle,Non,36 Boulevard de Schweighouse,BRIGNAIS,0073,SPIE MARCHE FM GRT GAZ TRM ,Yann GENIEIS
0001,Agence Genas,AF258898,Portail,Non,70 Rue Raspail,DECINES,0058,SPIE MARCHE FM GRT GAZ TRM ,Olivier VUILLAUME 
0001,Agence Genas,AF258899,Porte sectionnelle,Non,36 Boulevard de Schweighouse,BRIGNAIS,0073,SPIE MARCHE FM GRT GAZ TRM ,Yann GENIEIS
0001,Agence Genas,AF258902,Portail,Non,36 Boulevard de Schweighouse,BRIGNAIS,0073,SPIE MARCHE FM GRT GAZ TRM ,Yann GENIEIS
0001,Agence Genas,AF258903,Porte sectionnelle,Non,36 Boulevard de Schweighouse,BRIGNAIS,0073,SPIE MARCHE FM GRT GAZ TRM ,Yann GENIEIS
0001,Agence Genas,AF258904,Portail,Non,36 Boulevard de Schweighouse,BRIGNAIS,0073,SPIE MARCHE FM GRT GAZ TRM ,Yann GENIEIS
0001,Agence Genas,AF258905,Porte sectionnelle,Non,36 Boulevard de Schweighouse,BRIGNAIS,0073,SPIE MARCHE FM GRT GAZ TRM ,Yann GENIEIS
0001,Agence Genas,AF258907,Porte sectionnelle,Non,36 Boulevard de Schweighouse,BRIGNAIS,0073,SPIE MARCHE FM GRT GAZ TRM ,Yann GENIEIS
0001,Agence Genas,AF258908,Ascenseur,Non,18 BOULEVARD DES BELGES,LYON,0056,SDC 18 BOULEVARD DES BELGES,Yaya DOUCOURE 
0001,Agence Genas,AF258910,Ascenseur,Non,36 Boulevard de Schweighouse,BRIGNAIS,0071,SPIE MARCHE FM GRT GAZ TRM ,Kenzy CHABBI
0001,Agence Genas,AF258914,Ascenseur,Non,15 RUE DE GERLAND,LYON,0071,LES ALLEES JEAN MACE,Kenzy CHABBI
0001,Agence Genas,AF258915,Ascenseur,Non,15 RUE DE GERLAND,LYON,0071,LES ALLEES JEAN MACE,Kenzy CHABBI
0001,Agence Genas,AF258916,Ascenseur,Non,15 RUE DE GERLAND,LYON,0071,LES ALLEES JEAN MACE,Kenzy CHABBI
0001,Agence Genas,AF258919,Portail,Non,1028 ROUTE DU CHATEAU GAILIARD - LE TIOLET,SEPTEME,0058,LES JARDINS D'ANTOINE,Olivier VUILLAUME 
0001,Agence Genas,AF258920,Monte-Charge,Non,223 COURS EMILE ZOLA,VILLEURBANNE,0027,COMMISSARIAT VILLEURBANNE,Luc CHAROLLAIS
0001,Agence Genas,AF258925,Ascenseur,Non,SDC 32 RUE JACQUES LOUIS HENON,LYON,0047,SDC 32 RUE JACQUES LOUIS HENON,Nefis ALIOUCHE
0001,Agence Genas,AF258926,Ascenseur,Non,SDC 32 RUE JACQUES LOUIS HENON,LYON,0047,SDC 32 RUE JACQUES LOUIS HENON,Nefis ALIOUCHE
0001,Agence Genas,AF258927,Parking automatisé,Non,13 RUE DE FONTANIRES / 4 RUE GEORGES CLEMENCEAU,VILLEURBANNE,0021,LE CLEMENCEAU,Romain RICORDEAU 
0001,Agence Genas,AF258929,Parking automatisé,Non,13 RUE DE FONTANIRES / 4 RUE GEORGES CLEMENCEAU,VILLEURBANNE,0021,LE CLEMENCEAU,Romain RICORDEAU 
0001,Agence Genas,AF258930,Parking automatisé,Non,13 RUE DE FONTANIRES / 4 RUE GEORGES CLEMENCEAU,VILLEURBANNE,0021,LE CLEMENCEAU,Romain RICORDEAU 
0001,Agence Genas,AF258932,Portail,Non,22-24 RUE PAUL BOVIER LAPIERRE,BRIGNAIS,0073,SNEF - Marché Orange Bron Fermeture,Yann GENIEIS
0001,Agence Genas,AF248934,Porte sectionnelle,Non,50 RUE JEAN ZAY BATIMENT C5,ST PRIEST,0058,SCF SPECIALISTE COURANT FAIBLE,Olivier VUILLAUME 
0001,Agence Genas,AF258936,Niveleur de quai,Non,77 Allée des Grandes Combes-ZI Ouest Beynost,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258937,Niveleur de quai,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258938,Porte automatique,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258939,Porte automatique,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258940,Porte automatique,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258941,Porte automatique,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258942,Porte automatique,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258943,Porte automatique,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258944,Porte automatique,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258945,Porte automatique,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258946,Rideau,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258947,Rideau,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258948,Rideau,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258949,Rideau,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258950,Rideau,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258951,Rideau,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258952,Rideau,Oui,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258953,Rideau,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258954,Rideau,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258955,Rideau,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258956,Rideau,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258957,Rideau,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258958,Porte sectionnelle,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258959,Porte sectionnelle,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258960,Porte sectionnelle,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258961,Porte sectionnelle,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258962,Porte sectionnelle,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258963,Rideau,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258964,Niveleur de quai,Non,77 Allée des Grandes Combes-ZI Ouest Beynost,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258965,Niveleur de quai,Non,77 Allée des Grandes Combes-ZI Ouest Beynost,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258966,Barrière,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258967,Barrière,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258968,Barrière,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258969,Barrière,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258970,Barrière,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258971,Barrière,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258972,Portail,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258973,Portail,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258974,Portail,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258975,Portail,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF258979,Ascenseur,Non,2 RUE EDOUARD HERRIOT,BOURGOIN JAILLIEU,0070,VILLA REPUBLIQUE,Guillaume LANGLOIS
0001,Agence Genas,AF258980,Porte de garage,Non,2 RUE EDOUARD HERRIOT,BOURGOIN JAILLIEU,0058,VILLA REPUBLIQUE,Olivier VUILLAUME 
0001,Agence Genas,AF258987,Ascenseur,Non,49 BOULEVARD DE L EUROPE ,OULLINS PIERRE BENITE,0071,LES JARDINS D'ELSA,Kenzy CHABBI
0001,Agence Genas,AF258988,Ascenseur,Non,20 RUE  VOLTAIRE ,OULLINS PIERRE BENITE,0071,LES JARDINS D'ELSA,Kenzy CHABBI
0001,Agence Genas,AF258990,Ascenseur,Non,258 AVENUE DU GENERAL DE GAULLE,BRON,0071,ALIZEE,Kenzy CHABBI
0001,Agence Genas,AF258991,Ascenseur,Non,260 AVENUE DU GENERAL DE GAULLE,BRON,0071,ALIZEE,Kenzy CHABBI
0001,Agence Genas,AF258992,Porte de garage,Non,258/260 AVENUE DU GENERAL DE GAULLE,BRON,0021,ALIZEE,Romain RICORDEAU 
0001,Agence Genas,AF259001,Ascenseur,Non,6 RUE LEON FABRE,VILLEURBANNE,0027,COTE PARCS,Luc CHAROLLAIS
0001,Agence Genas,AF259002,Ascenseur,Non,7-9 Rue Jean-Marie Leclair,LYON,0072,GIE UPI LYON - BATIMENT LECLAIR - E47800,Nouredine BOUNAAS
0001,Agence Genas,AF259003,Ascenseur,Non,7-9 Rue Jean-Marie Leclair,LYON,0072,GIE UPI LYON - BATIMENT LECLAIR - E47800,Nouredine BOUNAAS
0001,Agence Genas,AF259004,Ascenseur,Non,7-9 Rue Jean-Marie Leclair,LYON,0072,GIE UPI LYON - BATIMENT LECLAIR - E47800,Nouredine BOUNAAS
0001,Agence Genas,AF259005,Ascenseur,Non,47 Rue Sergent Michel Berthet,LYON,0072,GIE UPI LYON - E47800,Nouredine BOUNAAS
0001,Agence Genas,AF259006,Ascenseur,Non,47 Rue Sergent Michel Berthet,LYON,0072,GIE UPI LYON - E47800,Nouredine BOUNAAS
0001,Agence Genas,AF259007,Ascenseur,Non,47 Rue Sergent Michel Berthet,LYON,0072,GIE UPI LYON - E47800,Nouredine BOUNAAS
0001,Agence Genas,AF259008,Ascenseur,Non,47 Rue Sergent Michel Berthet,LYON,0072,GIE UPI LYON - E47800,Nouredine BOUNAAS
0001,Agence Genas,AF259009,Ascenseur,Non,47 Rue Sergent Michel Berthet,LYON,0072,GIE UPI LYON - E47800,Nouredine BOUNAAS
0001,Agence Genas,AF259010,Ascenseur,Non,47 Rue Sergent Michel Berthet,LYON,0072,GIE UPI LYON - E47800,Nouredine BOUNAAS
0001,Agence Genas,AF259016,Portail,Non,SDC 72 RUE GARIBALDI,LYON,0021,SDC 72 RUE GARIBALDI,Romain RICORDEAU 
0001,Agence Genas,AF259017,Porte de garage,Non,SDC 60 COURS FRANKLIN ROOSEVELT,LYON,0021,SDC 60 COURS FRANKLIN ROOSEVELT,Romain RICORDEAU 
0001,Agence Genas,AF259018,Ascenseur,Non,SDC 60 COURS FRANKLIN ROOSEVELT,LYON,0056,SDC 60 COURS FRANKLIN ROOSEVELT,Yaya DOUCOURE 
0001,Agence Genas,AF259020,Ascenseur,Non,1 CHEMIN DES RAZES,STE FOY LES LYON,0071,LES HAUTS DU BOIS,Kenzy CHABBI
0001,Agence Genas,AF259021,Ascenseur,Non,3 CHEMIN DES RAZES,STE FOY LES LYON,0071,LES HAUTS DU BOIS,Kenzy CHABBI
0001,Agence Genas,AF259022,Ascenseur,Non,5 CHEMIN DES RAZES,STE FOY LES LYON,0071,LES HAUTS DU BOIS,Kenzy CHABBI
0001,Agence Genas,AF259023,Ascenseur,Non,7 CHEMIN DES RAZES,STE FOY LES LYON,0071,LES HAUTS DU BOIS,Kenzy CHABBI
0001,Agence Genas,AF259024,Ascenseur,Non,9 CHEMIN DES RAZES,STE FOY LES LYON,0071,LES HAUTS DU BOIS,Kenzy CHABBI
0001,Agence Genas,AF259025,Ascenseur,Non,11 CHEMIN DES RAZES,STE FOY LES LYON,0071,LES HAUTS DU BOIS,Kenzy CHABBI
0001,Agence Genas,AF259026,Ascenseur,Non,13 CHEMIN DES RAZES,STE FOY LES LYON,0071,LES HAUTS DU BOIS,Kenzy CHABBI
0001,Agence Genas,AF259027,Ascenseur,Non,2 RUE LEON GRANIER,STE FOY LES LYON,0071,LES HAUTS DU BOIS,Kenzy CHABBI
0001,Agence Genas,AF259028,Ascenseur,Non,4 RUE LEON GRANIER,STE FOY LES LYON,0071,LES HAUTS DU BOIS,Kenzy CHABBI
0001,Agence Genas,AF259029,Ascenseur,Non,6 RUE LEON GRANIER,STE FOY LES LYON,0071,LES HAUTS DU BOIS,Kenzy CHABBI
0001,Agence Genas,AF259030,Ascenseur,Non,8 RUE LEON GRANIER,STE FOY LES LYON,0071,LES HAUTS DU BOIS,Kenzy CHABBI
0001,Agence Genas,AF259031,Ascenseur,Non,10 RUE LEON GRANIER,STE FOY LES LYON,0071,LES HAUTS DU BOIS,Kenzy CHABBI
0001,Agence Genas,AF259032,Ascenseur,Non,12 RUE LEON GRANIER,STE FOY LES LYON,0071,LES HAUTS DU BOIS,Kenzy CHABBI
0001,Agence Genas,AF259033,Rideau,Non,77 Allée des Grandes Combes-ZI Ouest,MIRIBEL,0058,EFI AUTOMOTIVE Beynost,Olivier VUILLAUME 
0001,Agence Genas,AF259039,Ascenseur,Non,124 COURS GAMBETTA,LYON,0045,SDC LE LOMBARD - PAVILLON GAMBETTA,Mohamed BESSAFI
0001,Agence Genas,AF259040,Ascenseur,Non,124 COURS GAMBETTA,LYON,0045,SDC LE LOMBARD - PAVILLON GAMBETTA,Mohamed BESSAFI
0001,Agence Genas,HC259052,Portail,Non,2 RUE D'ALSACE - 25 RUE PAUL BERT,DECINES CHARPIEU,0058,2 RUE D'ALSACE,Olivier VUILLAUME 
0001,Agence Genas,AF259053,Portail,Non,1 AVENUE GASTON MONMOUSSEAU ,VAULX EN VELIN,0021,SNEF - Marché Orange Bron Fermeture,Romain RICORDEAU 
0001,Agence Genas,AF259054,Porte de garage,Non,2 RUE RENAN,LYON,0021,LE PRADO,Romain RICORDEAU 
0001,Agence Genas,AF259059,Ascenseur,Non,73 BIS RUE PASTEUR,CALUIRE ET CUIRE,0047,JADE,Nefis ALIOUCHE
0001,Agence Genas,AF259060,Ascenseur,Non,73 TER RUE PASTEUR,CALUIRE ET CUIRE,0047,JADE,Nefis ALIOUCHE
0001,Agence Genas,HC259068,Porte automatique,Non,92 AVENUE FELIX FAURE ,LYON,0021,MMA FELIX FAURE,Romain RICORDEAU 
0001,Agence Genas,AF259069,Porte de garage,Non,2 Rue des IRIS,BRON,0021,Résidence le THEODORE ,Romain RICORDEAU 
0001,Agence Genas,AF259075,Ascenseur,Non,6 Rue Georges Lyvet ,VENISSIEUX,0065,LE NOUVEAU MONTCHAUD,Khalil BELLAL
0001,Agence Genas,AF259076,Ascenseur,Non,8 Rue Georges Lyvet ,VENISSIEUX,0065,LE NOUVEAU MONTCHAUD,Khalil BELLAL
0001,Agence Genas,AF259077,Ascenseur,Non,10 Rue Georges Lyvet ,VENISSIEUX,0065,LE NOUVEAU MONTCHAUD,Khalil BELLAL
0001,Agence Genas,AF259078,Ascenseur,Non,12 Rue Georges Lyvet ,VENISSIEUX,0065,LE NOUVEAU MONTCHAUD,Khalil BELLAL
0001,Agence Genas,AF259079,Ascenseur,Non,14 Rue Georges Lyvet ,VENISSIEUX,0065,LE NOUVEAU MONTCHAUD,Khalil BELLAL
0001,Agence Genas,AF259080,Ascenseur,Non,16 Rue Georges Lyvet ,VENISSIEUX,0065,LE NOUVEAU MONTCHAUD,Khalil BELLAL
0001,Agence Genas,AF259081,Ascenseur,Non,18 Rue Georges Lyvet ,VENISSIEUX,0065,LE NOUVEAU MONTCHAUD,Khalil BELLAL
0001,Agence Genas,AF259082,Ascenseur,Non,20 Rue Georges Lyvet ,VENISSIEUX,0065,LE NOUVEAU MONTCHAUD,Khalil BELLAL
0001,Agence Genas,AF259083,Ascenseur,Non,9 Avenue Jean Cagne,VENISSIEUX,0065,LE NOUVEAU MONTCHAUD,Khalil BELLAL
0001,Agence Genas,AF259084,Ascenseur,Non,11 Avenue Jean Cagne,VENISSIEUX,0065,LE NOUVEAU MONTCHAUD,Khalil BELLAL
0001,Agence Genas,AF259085,Ascenseur,Non,13 Avenue Jean Cagne,VENISSIEUX,0065,LE NOUVEAU MONTCHAUD,Khalil BELLAL
0001,Agence Genas,AF259087,Ascenseur,Non,18 BOULEVARD DES BELGES,LYON,0056,SDC 18 BOULEVARD DES BELGES,Yaya DOUCOURE 
0001,Agence Genas,AF259099,Ascenseur,Non,64 boulevard 11 novembre 1918,VILLEURBANNE,0027,IMMEUBLE GLASSDOOR MATERI'ACT ,Luc CHAROLLAIS
0001,Agence Genas,AF259100,Ascenseur,Non,64 boulevard 11 novembre 1918,VILLEURBANNE,0027,IMMEUBLE GLASSDOOR MATERI'ACT ,Luc CHAROLLAIS
0001,Agence Genas,AF259108,EPMR elevtr pr pers a mobilité reduite,Non,89 RUE DU CUNIER,LIMONEST,0006,89 RUE DU CUNIER,Aurélien GUERIN
0001,Agence Genas,AF259109,Porte piétonne,Non,9 RUE ALFRED DE MUSSET,VILLEURBANNE,0021,EASTWOOD B - SNC BEL AIR,Romain RICORDEAU 
0001,Agence Genas,AF259110,Borne escamotable,Non,205 Rue du Château,DOLOMIEU,0058,DOMAINE DE DOLOMIEU,Olivier VUILLAUME 
0001,Agence Genas,AF259111,Borne escamotable,Non,205 Rue du Château,DOLOMIEU,0058,DOMAINE DE DOLOMIEU,Olivier VUILLAUME 
0001,Agence Genas,AF259112,Borne escamotable,Non,205 Rue du Château,DOLOMIEU,0058,DOMAINE DE DOLOMIEU,Olivier VUILLAUME 
0001,Agence Genas,AF259115,Rideau,Non,42 RUE DE BREST,LYON,0021,MILLET MOUNTAIN GROUP,Romain RICORDEAU 
0001,Agence Genas,AF259117,Barrière Levante,Oui,913 AV DES TEMPS MODERNES,ST PRIEST,0021,AMAZON,Romain RICORDEAU 
0001,Agence Genas,AF259118,Barrière Levante,Non,913 AV DES TEMPS MODERNES,ST PRIEST,0021,AMAZON,Romain RICORDEAU 
0001,Agence Genas,AF259119,Portail,Oui,913 AV DES TEMPS MODERNES,ST PRIEST,0021,AMAZON,Romain RICORDEAU 
0001,Agence Genas,AF259120,Portail,Non,913 AV DES TEMPS MODERNES,ST PRIEST,0021,AMAZON,Romain RICORDEAU 
0001,Agence Genas,AF259124,Niveleur de quai,Non,913 AV DES TEMPS MODERNES,ST PRIEST,0021,AMAZON,Romain RICORDEAU 
0001,Agence Genas,AF259125,Niveleur de quai,Non,913 AV DES TEMPS MODERNES,ST PRIEST,0021,AMAZON,Romain RICORDEAU 
0001,Agence Genas,AF259126,Niveleur de quai,Non,913 AV DES TEMPS MODERNES,ST PRIEST,0021,AMAZON,Romain RICORDEAU 
0001,Agence Genas,AF259127,Niveleur de quai,Non,913 AV DES TEMPS MODERNES,ST PRIEST,0021,AMAZON,Romain RICORDEAU 
0001,Agence Genas,AF259128,Porte automatique,Non,913 AV DES TEMPS MODERNES,ST PRIEST,0021,AMAZON,Romain RICORDEAU 
0001,Agence Genas,AF259129,Porte sectionnelle,Non,913 AV DES TEMPS MODERNES,ST PRIEST,0021,AMAZON,Romain RICORDEAU 
0001,Agence Genas,AF259130,Porte sectionnelle,Non,913 AV DES TEMPS MODERNES,ST PRIEST,0021,AMAZON,Romain RICORDEAU 
0001,Agence Genas,AF259131,Porte sectionnelle,Non,913 AV DES TEMPS MODERNES,ST PRIEST,0021,AMAZON,Romain RICORDEAU 
0001,Agence Genas,AF259132,Porte sectionnelle,Non,913 AV DES TEMPS MODERNES,ST PRIEST,0021,AMAZON,Romain RICORDEAU 
0001,Agence Genas,AF259133,Porte sectionnelle,Non,913 AV DES TEMPS MODERNES,ST PRIEST,0021,AMAZON,Romain RICORDEAU 
0001,Agence Genas,AF259134,Porte sectionnelle,Non,913 AV DES TEMPS MODERNES,ST PRIEST,0021,AMAZON,Romain RICORDEAU 
0001,Agence Genas,AF259135,Porte sectionnelle,Non,913 AV DES TEMPS MODERNES,ST PRIEST,0021,AMAZON,Romain RICORDEAU 
0001,Agence Genas,AF259136,Porte sectionnelle,Non,913 AV DES TEMPS MODERNES,ST PRIEST,0021,AMAZON,Romain RICORDEAU 
0001,Agence Genas,AF259137,Porte sectionnelle,Non,913 AV DES TEMPS MODERNES,ST PRIEST,0021,AMAZON,Romain RICORDEAU 
0001,Agence Genas,AF259138,Porte sectionnelle,Non,913 AV DES TEMPS MODERNES,ST PRIEST,0021,AMAZON,Romain RICORDEAU 
0001,Agence Genas,AF259139,Porte sectionnelle,Non,913 AV DES TEMPS MODERNES,ST PRIEST,0021,AMAZON,Romain RICORDEAU 
0001,Agence Genas,AF259140,Barrière Levante,Non,913 AV DES TEMPS MODERNES,ST PRIEST,0021,AMAZON,Romain RICORDEAU 
0001,Agence Genas,AF259141,Barrière Levante,Non,913 AV DES TEMPS MODERNES,ST PRIEST,0021,AMAZON,Romain RICORDEAU 
0001,Agence Genas,AF259143,Portail,Non,913 AV DES TEMPS MODERNES,ST PRIEST,0021,AMAZON,Romain RICORDEAU 
0001,Agence Genas,AF259142,Porte automatique,Non,913 AV DES TEMPS MODERNES,ST PRIEST,0021,AMAZON,Romain RICORDEAU 
0001,Agence Genas,AF259144,Porte automatique,Non,913 AV DES TEMPS MODERNES,ST PRIEST,0021,AMAZON,Romain RICORDEAU 
0001,Agence Genas,AF259145,Ascenseur,Non,50 RUE GEORGES COURTELINE,VILLEURBANNE,0027,FOYER LE PRE VERT,Luc CHAROLLAIS
0001,Agence Genas,AF259146,Ascenseur,Non,50 RUE GEORGES COURTELINE,VILLEURBANNE,0027,FOYER LE PRE VERT,Luc CHAROLLAIS
0001,Agence Genas,AF214955,Ascenseur,Non,35 rue Cavenne,LYON,0057,SDC MERIEUX,Anouar BEN MESSAOUD
0001,Agence Genas,2507699,EPMR elevtr pr pers a mobilité reduite,Non,20 impasse des tilleuls,VILLEURBANNE,0027,LOMATY,Luc CHAROLLAIS
0001,Agence Genas,AF259168,Ascenseur,Non,45 ROUTE DE VIENNE,LYON,0045,45 ROUTE DE VIENNE,Mohamed BESSAFI
0001,Agence Genas,AF259173,Portail,Non,1-11 RUE JEAN PAUL CHARRA,Vaulx en Velin,0021,SDC LE VERT HORIZON,Romain RICORDEAU 
0001,Agence Genas,AF259175,Ascenseur,Non,54/57 QUAI PERRACHE,LYON,0071,CAMPUS GALILEO,Kenzy CHABBI
0001,Agence Genas,AF259176,Ascenseur,Non,54/57 QUAI PERRACHE,LYON,0071,CAMPUS GALILEO,Kenzy CHABBI
0001,Agence Genas,AF259177,Ascenseur,Non,54/57 QUAI PERRACHE,LYON,0071,CAMPUS GALILEO,Kenzy CHABBI
0001,Agence Genas,AF259178,Ascenseur,Non,54/57 QUAI PERRACHE,LYON,0071,CAMPUS GALILEO,Kenzy CHABBI
0001,Agence Genas,AF259179,Ascenseur,Non,54/57 QUAI PERRACHE,LYON,0071,CAMPUS GALILEO,Kenzy CHABBI
0001,Agence Genas,AF259183,Ascenseur,Non,SDC 21 RUE JUSTIN GODART,LYON,0047,SDC 21 RUE JUSTIN GODART,Nefis ALIOUCHE
0001,Agence Genas,AF259184,Porte sectionnelle,Non,11 rue d'Arsonval,CHASSIEU,0058,ABB CHASSIEU,Olivier VUILLAUME 
0001,Agence Genas,AF259185,Rideau,Non,25 rue des Sayes,L ISLE D ABEAU,0058,Boutique Orange fermeture - LYON,Olivier VUILLAUME 
0001,Agence Genas,AF259221,Ascenseur,Non,4 RUE AUGUSTE PAYANT,LYON,0045,SDC LES TERRASSES,Mohamed BESSAFI
0001,Agence Genas,AF259222,Ascenseur,Non,6 RUE AUGUSTE PAYANT,LYON,0045,SDC LES TERRASSES,Mohamed BESSAFI
0001,Agence Genas,AF259223,Ascenseur,Non,6 RUE AUGUSTE PAYANT,LYON,0045,SDC LES TERRASSES,Mohamed BESSAFI
0001,Agence Genas,AF259263,Monte Plats,Non,2 Place Amédée Bonnet,LYON,0056,Restaurant SHIYO,Yaya DOUCOURE 
0001,Agence Genas,AF259264,Monte Plats,Non,2 Place Amédée Bonnet,LYON,0056,Restaurant SHIYO,Yaya DOUCOURE 
0001,Agence Genas,AF259266,Porte automatique,Non,51 Bd Marius Vivier Merle,LYON,0021,REGUS,Romain RICORDEAU 
0001,Agence Genas,AF259267,Ascenseur,Non,30 RUE TETE D'OR,LYON,0056,SDC 30 RUE TETE D'OR,Yaya DOUCOURE 
