Agence,NomAgence,Référence,Type,Arrêt,Adresse,Ville,Secteur Inter.,Nom Client,Nom Technicien,adresse_complete,longitude,latitude
2,"Agence Fontaine, contrat AFEO",AF225626,Porte de garage,Non,135 Rue Violette,RIVES ,22,SDC LA CLAIRIERE,Jean-Paul SCARINGELLA,"135 Rue Violette, RIVES , France",5.4953937,45.3537037
2,"Agence Fontaine, contrat AFEO",AF225647,Porte de garage,Non,21-23 rue Lorenzaccio,GRENOBLE,33,SDC Les Erables,Roman NOIREZ,"21-23 rue Lorenzaccio, GRENOBLE, France",5.7253518,45.1654337
2,"Agence Fontaine, contrat AFEO",AF225656,Porte de garage,Non,21-23 rue Lorenzaccio,GRENOBLE,33,SDC Les Erables,Roman NOIREZ,"21-23 rue Lorenzaccio, GRENOBLE, France",5.7253518,45.1654337
2,"Agence Fontaine, contrat AFEO",AF225657,Porte de garage,Non,21-23 rue Lorenzaccio,GRENOBLE,33,SDC Les Erables,Roman NOIREZ,"21-23 rue Lorenzaccio, GRENOBLE, France",5.7253518,45.1654337
2,"Agence Fontaine, contrat AFEO",HC225676,Porte sectionnelle,Non,15B Boulevard Paul Langevin ,FONTAINE,22,PRIMMO,Jean-Paul SCARINGELLA,"15B Boulevard Paul Langevin , FONTAINE, France",5.6889267,45.1850921
2,"Agence Fontaine, contrat AFEO",AF235679,Elévateur,Non,947 route de la côte,HERBEYS,52,Madame DECAVELE ,Martin DO NASCIMENTO,"947 route de la côte, HERBEYS, France",5.7959961,45.150451
2,"Agence Fontaine, contrat AFEO",AF225703,Monte Plats,Non,48 place de l'église ,LE GRAND BORNAND,54,L'OPTRAKEN,Kalifa DIOMANDE,"48 place de l'église , LE GRAND BORNAND, France",6.4276495,45.942233
2,"Agence Fontaine, contrat AFEO",AF225823,Monte-Charge,Non,6 boulevard Paul Langevin,FONTAINE,22,PHARMACIE LAFAYETTE DES BALMES,Jean-Paul SCARINGELLA,"6 boulevard Paul Langevin, FONTAINE, France",5.6840385,45.1891907
2,"Agence Fontaine, contrat AFEO",AF225824,Porte piétonne,Non,6 boulevard Paul Langevin,FONTAINE,33,PHARMACIE LAFAYETTE DES BALMES,Roman NOIREZ,"6 boulevard Paul Langevin, FONTAINE, France",5.6840385,45.1891907
2,"Agence Fontaine, contrat AFEO",AF225825,Porte piétonne,Non,6 boulevard Paul Langevin,FONTAINE,33,PHARMACIE LAFAYETTE DES BALMES,Roman NOIREZ,"6 boulevard Paul Langevin, FONTAINE, France",5.6840385,45.1891907
2,"Agence Fontaine, contrat AFEO",AF225826,Rideau métallique,Non,6 boulevard Paul Langevin,FONTAINE,33,PHARMACIE LAFAYETTE DES BALMES,Roman NOIREZ,"6 boulevard Paul Langevin, FONTAINE, France",5.6840385,45.1891907
2,"Agence Fontaine, contrat AFEO",AF225827,Rideau métallique,Non,6 boulevard Paul Langevin,FONTAINE,33,PHARMACIE LAFAYETTE DES BALMES,Roman NOIREZ,"6 boulevard Paul Langevin, FONTAINE, France",5.6840385,45.1891907
2,"Agence Fontaine, contrat AFEO",AF225828,Rideau métallique,Non,6 boulevard Paul Langevin,FONTAINE,33,PHARMACIE LAFAYETTE DES BALMES,Roman NOIREZ,"6 boulevard Paul Langevin, FONTAINE, France",5.6840385,45.1891907
2,"Agence Fontaine, contrat AFEO",AF225829,Rideau métallique,Non,6 boulevard Paul Langevin,FONTAINE,33,PHARMACIE LAFAYETTE DES BALMES,Roman NOIREZ,"6 boulevard Paul Langevin, FONTAINE, France",5.6840385,45.1891907
2,"Agence Fontaine, contrat AFEO",AF225830,Rideau métallique,Non,6 boulevard Paul Langevin,FONTAINE,33,PHARMACIE LAFAYETTE DES BALMES,Roman NOIREZ,"6 boulevard Paul Langevin, FONTAINE, France",5.6840385,45.1891907
2,"Agence Fontaine, contrat AFEO",AF225831,Rideau métallique,Non,6 boulevard Paul Langevin,FONTAINE,33,PHARMACIE LAFAYETTE DES BALMES,Roman NOIREZ,"6 boulevard Paul Langevin, FONTAINE, France",5.6840385,45.1891907
2,"Agence Fontaine, contrat AFEO",AF225833,Plate-Forme,Non,625 route de Blanchelaine,MERCUROL VEAUNES,30,BOUVAREL STOCKAGE,Karim MOKNECHE,"625 route de Blanchelaine, MERCUROL VEAUNES, France",4.873907,45.0748437
2,"Agence Fontaine, contrat AFEO",hc225866,Porte automatique,Non,Place André Malraux,GRENOBLE,33,GRENOBLE ALPES METROPOLE,Roman NOIREZ,"Place André Malraux, GRENOBLE, France",5.7478675,45.1484679
2,"Agence Fontaine, contrat AFEO",AF225883,EPMR elevtr pr pers a mobilité reduite,Non,16 Boulevard Marechal Lyautey ,GRENOBLE,28,SNEF ORANGE ASCENSEURS ALPES & ISERE,Xavier VICTORION,"16 Boulevard Marechal Lyautey , GRENOBLE, France",5.7315343,45.1850297
2,"Agence Fontaine, contrat AFEO",HC215890,Portail,Non,16 Chemin de l'Etang,ST CASSIEN,22,VIRIOT Sébastien,Jean-Paul SCARINGELLA,"16 Chemin de l'Etang, ST CASSIEN, France",5.5541149,45.3688615
2,"Agence Fontaine, contrat AFEO",AF225899,Portail,Non,10 avenue du Gresivaudan,ECHIROLLES,33,ILEX - IDF,Roman NOIREZ,"10 avenue du Gresivaudan, ECHIROLLES, France",5.7041437,45.1525114
2,"Agence Fontaine, contrat AFEO",HC2255982,Rideau,Non,77 boulevard Joliot Curie,FONTAINE,22,SCI MAEWENN,Jean-Paul SCARINGELLA,"77 boulevard Joliot Curie, FONTAINE, France",5.6943946,45.1952205
2,"Agence Fontaine, contrat AFEO",AF225996,Ascenseur,Non,5 avenue Victoria ,AIX LES BAINS,54,SDC LE SAVOY,Kalifa DIOMANDE,"5 avenue Victoria , AIX LES BAINS, France",5.912133,45.689803
2,"Agence Fontaine, contrat AFEO",AF225997,Ascenseur,Non,7 avenue Victoria,AIX LES BAINS,54,SDC LE SAVOY,Kalifa DIOMANDE,"7 avenue Victoria, AIX LES BAINS, France",5.9119,45.689798
2,"Agence Fontaine, contrat AFEO",AF225998,Ascenseur,Non,2 rue Charles Dullin,AIX LES BAINS,54,SDC LE SAVOY,Kalifa DIOMANDE,"2 rue Charles Dullin, AIX LES BAINS, France",5.9122244,45.6896667
2,"Agence Fontaine, contrat AFEO",AF225999,Ascenseur,Non,6 rue des Fleurs,AIX LES BAINS,54,SDC LE SAVOY,Kalifa DIOMANDE,"6 rue des Fleurs, AIX LES BAINS, France",5.9129522,45.6893821
2,"Agence Fontaine, contrat AFEO",AF226205,Portail,Non,154 route de l'Epine,CHAMBERY,74,SNEF - Marché Orange Alpes Fermeture,Julien TETU,"154 route de l'Epine, CHAMBERY, France",5.884366,45.583566
2,"Agence Fontaine, contrat AFEO",AF226206,Portail,Non,154 route de l'Epine,CHAMBERY,74,SNEF - Marché Orange Alpes Fermeture,Julien TETU,"154 route de l'Epine, CHAMBERY, France",5.884366,45.583566
2,"Agence Fontaine, contrat AFEO",AF226207,Portail,Non,154 route de l'Epine,CHAMBERY,74,SNEF - Marché Orange Alpes Fermeture,Julien TETU,"154 route de l'Epine, CHAMBERY, France",5.884366,45.583566
2,"Agence Fontaine, contrat AFEO",HC226216,Portail,Non,Route du Sablon,ST MARTIN DE VAULSERRE,62,ANDRE PEGOUD ,Olivier VUILLAUME ,"Route du Sablon, ST MARTIN DE VAULSERRE, France",5.6808196,45.4947782
2,"Agence Fontaine, contrat AFEO",1/035/129,EPMR elevtr pr pers a mobilité reduite,Non,801 Avenue centrale ,ST MARTIN D HERES,33,UNIVERSITES GRENOBLE ALPES,Roman NOIREZ,"801 Avenue centrale , ST MARTIN D HERES, France",5.7615585,45.1915894
2,"Agence Fontaine, contrat AFEO",AF226398,EPMR elevtr pr pers a mobilité reduite,Non,10 Rue du Garat ,VOIRON,33,CHION Edgard,Roman NOIREZ,"10 Rue du Garat , VOIRON, France",5.590478,45.373279
2,"Agence Fontaine, contrat AFEO",AF226401,Porte de garage,Non,38-42 rue Jean Jaures,DOMENE,33,SDC Les Martinets,Roman NOIREZ,"38-42 rue Jean Jaures, DOMENE, France",5.8346445,45.1983784
2,"Agence Fontaine, contrat AFEO",AF226402,Ascenseur,Non,42 rue Jean Jaures,DOMENE,33,SDC Les Martinets,Roman NOIREZ,"42 rue Jean Jaures, DOMENE, France",5.8346445,45.1983784
2,"Agence Fontaine, contrat AFEO",AF226405,Ascenseur,Non,6 rue Chenoise,GRENOBLE,68,SDC LES AMETHYSTES,Léna GRAND CLEMENT,"6 rue Chenoise, GRENOBLE, France",5.7314587,45.1933413
2,"Agence Fontaine, contrat AFEO",CM 000 053,Elévateur,Non,235 route des pensées ,ST SORLIN EN VALLOIRE,30,EAP FRANCE SAS,Karim MOKNECHE,"235 route des pensées , ST SORLIN EN VALLOIRE, France",4.965397,45.2917469
2,"Agence Fontaine, contrat AFEO",AF226416,Rideau métallique,Non,ZI. LA BARONNIE,PONT DE BEAUVOISIN,62,MAGASIN CARRE,Olivier VUILLAUME ,"ZI. LA BARONNIE, PONT DE BEAUVOISIN, France",5.6895058,45.5288031
2,"Agence Fontaine, contrat AFEO",AF226417,Rideau métallique,Non,ZI. LA BARONNIE,PONT DE BEAUVOISIN,62,MAGASIN CARRE,Olivier VUILLAUME ,"ZI. LA BARONNIE, PONT DE BEAUVOISIN, France",5.6895058,45.5288031
2,"Agence Fontaine, contrat AFEO",AF226418,Rideau métallique,Non,ZI. LA BARONNIE,PONT DE BEAUVOISIN,62,MAGASIN CARRE,Olivier VUILLAUME ,"ZI. LA BARONNIE, PONT DE BEAUVOISIN, France",5.6895058,45.5288031
2,"Agence Fontaine, contrat AFEO",AF226419,Rideau métallique,Non,ZI. LA BARONNIE,PONT DE BEAUVOISIN,62,MAGASIN CARRE,Olivier VUILLAUME ,"ZI. LA BARONNIE, PONT DE BEAUVOISIN, France",5.6895058,45.5288031
2,"Agence Fontaine, contrat AFEO",2007381,EPMR elevtr pr pers a mobilité reduite,Non,36 Rue de Stalingrad,ECHIROLLES,52,LOMATY,Martin DO NASCIMENTO,"36 Rue de Stalingrad, ECHIROLLES, France",5.7183949,45.1411932
2,"Agence Fontaine, contrat AFEO",AF226463,Elévateur,Non,1105 Chemin des Ducs ,ROCHEFORT SAMSON,30,M et Mme BONNET,Karim MOKNECHE,"1105 Chemin des Ducs , ROCHEFORT SAMSON, France",5.1609313,44.9769791
2,"Agence Fontaine, contrat AFEO",AF226467,Chaise,Non,175 rue du lac ,CROLLES,33,MR GAUDE ,Roman NOIREZ,"175 rue du lac , CROLLES, France",5.8930869,45.2904133
2,"Agence Fontaine, contrat AFEO",CM 000 054,EPMR elevtr pr pers a mobilité reduite,Non,32 rue Vernand,ANNEMASSE,12,EAP FRANCE SAS,Heithem ABID,"32 rue Vernand, ANNEMASSE, France",6.2378127,46.1804288
2,"Agence Fontaine, contrat AFEO",AF226530,Porte de garage,Non,8 boulevard du 4 septembre,VOIRON,22,SDC Du 4 Septembre ,Jean-Paul SCARINGELLA,"8 boulevard du 4 septembre, VOIRON, France",5.5962883,45.3644632
2,"Agence Fontaine, contrat AFEO",AF226541,EPMR elevtr pr pers a mobilité reduite,Non,11 RUE DES ROSIERS ,EYBENS,52,MME MAUREL ,Martin DO NASCIMENTO,"11 RUE DES ROSIERS , EYBENS, France",5.7573268,45.1546462
2,"Agence Fontaine, contrat AFEO",1/035/133,Ascenseur,Non,La Côte des Chavants,LES HOUCHES,29,UNIVERSITES GRENOBLE ALPES,Houssam BOUAZIZ,"La Côte des Chavants, LES HOUCHES, France",6.7700215,45.8979247
2,"Agence Fontaine, contrat AFEO",AF226620,Monte-Charge,Non,27 Route des Bauges,GRESY SUR AIX,54,SARL Quentin BUISINE ,Kalifa DIOMANDE,"27 Route des Bauges, GRESY SUR AIX, France",5.917819,45.715091
2,"Agence Fontaine, contrat AFEO",AF226628,Ascenseur,Oui,35 rue de la Mairie,ST ETIENNE DE CROSSEY,22,SDC LE RELAIS DE LA MARMOTTE,Jean-Paul SCARINGELLA,"35 rue de la Mairie, ST ETIENNE DE CROSSEY, France",5.6450491,45.3787477
2,"Agence Fontaine, contrat AFEO",AF226629,Rideau métallique,Non,15 Boulevard Paul Langevin,FONTAINE,33,Agence Isère Ascenseurs,Roman NOIREZ,"15 Boulevard Paul Langevin, FONTAINE, France",5.6889267,45.1850921
2,"Agence Fontaine, contrat AFEO",AF226630,Porte sectionnelle,Non,15 Boulevard Paul Langevin,FONTAINE,33,Agence Isère Ascenseurs,Roman NOIREZ,"15 Boulevard Paul Langevin, FONTAINE, France",5.6889267,45.1850921
2,"Agence Fontaine, contrat AFEO",AF226691,Porte automatique,Non,17 place Grenette,GRENOBLE,33,Boutique Orange - FONTAINE,Roman NOIREZ,"17 place Grenette, GRENOBLE, France",5.7274545,45.1906395
2,"Agence Fontaine, contrat AFEO",AF226692,Rideau,Non,17 place Grenette,GRENOBLE,33,Boutique Orange - FONTAINE,Roman NOIREZ,"17 place Grenette, GRENOBLE, France",5.7274545,45.1906395
2,"Agence Fontaine, contrat AFEO",AF226693,Rideau,Non,17 place Grenette,GRENOBLE,33,Boutique Orange - FONTAINE,Roman NOIREZ,"17 place Grenette, GRENOBLE, France",5.7274545,45.1906395
2,"Agence Fontaine, contrat AFEO",AF226698,Rideau,Non,Avenue des Landiers,CHAMBERY,74,Boutique Orange - FONTAINE,Julien TETU,"Avenue des Landiers, CHAMBERY, France",5.906702,45.5873925
2,"Agence Fontaine, contrat AFEO",AF226699,Porte automatique,Non,17 rue Carnot,ANNECY,54,Boutique Orange - FONTAINE,Kalifa DIOMANDE,"17 rue Carnot, ANNECY, France",6.1253112,45.9018055
2,"Agence Fontaine, contrat AFEO",AF226700,Rideau,Non,17 rue Carnot,ANNECY,54,Boutique Orange - FONTAINE,Kalifa DIOMANDE,"17 rue Carnot, ANNECY, France",6.1253112,45.9018055
2,"Agence Fontaine, contrat AFEO",AF226701,Rideau,Non,17 rue Carnot,ANNECY,54,Boutique Orange - FONTAINE,Kalifa DIOMANDE,"17 rue Carnot, ANNECY, France",6.1253112,45.9018055
2,"Agence Fontaine, contrat AFEO",AF226704,Porte automatique,Non,29 rue de Genève,ANNEMASSE,12,Boutique Orange - FONTAINE,Heithem ABID,"29 rue de Genève, ANNEMASSE, France",6.2290127,46.1927392
2,"Agence Fontaine, contrat AFEO",AF226705,Rideau,Non,29 rue de Genève,ANNEMASSE,12,Boutique Orange - FONTAINE,Heithem ABID,"29 rue de Genève, ANNEMASSE, France",6.2290127,46.1927392
2,"Agence Fontaine, contrat AFEO",AF226706,Rideau,Non,29 rue de Genève,ANNEMASSE,12,Boutique Orange - FONTAINE,Heithem ABID,"29 rue de Genève, ANNEMASSE, France",6.2290127,46.1927392
2,"Agence Fontaine, contrat AFEO",AF226707,Rideau,Non,29 rue de Genève,ANNEMASSE,12,Boutique Orange - FONTAINE,Heithem ABID,"29 rue de Genève, ANNEMASSE, France",6.2290127,46.1927392
2,"Agence Fontaine, contrat AFEO",AF226708,Rideau,Non,29 rue de Genève,ANNEMASSE,12,Boutique Orange - FONTAINE,Heithem ABID,"29 rue de Genève, ANNEMASSE, France",6.2290127,46.1927392
2,"Agence Fontaine, contrat AFEO",AF226709,Rideau,Non,29 rue de Genève,ANNEMASSE,12,Boutique Orange - FONTAINE,Heithem ABID,"29 rue de Genève, ANNEMASSE, France",6.2290127,46.1927392
2,"Agence Fontaine, contrat AFEO",AF226710,Rideau,Non,29 rue de Genève,ANNEMASSE,12,Boutique Orange - FONTAINE,Heithem ABID,"29 rue de Genève, ANNEMASSE, France",6.2290127,46.1927392
2,"Agence Fontaine, contrat AFEO",AF226711,Rideau,Non,29 rue de Genève,ANNEMASSE,12,Boutique Orange - FONTAINE,Heithem ABID,"29 rue de Genève, ANNEMASSE, France",6.2290127,46.1927392
2,"Agence Fontaine, contrat AFEO",AF226718,Ascenseur,Non,130 Route de la gare,ST MARTIN BELLEVUE,54,SDC LE RENAISSANCE ,Kalifa DIOMANDE,"130 Route de la gare, ST MARTIN BELLEVUE, France",6.1580762,45.968277
2,"Agence Fontaine, contrat AFEO",AM02454Y,Portail,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,54,HERMES - Aix Les Bains,Kalifa DIOMANDE,"825 BD DU DOCTEUR JEAN JULES HERBERT, AIX LES BAINS, France",5.927728,45.694918
2,"Agence Fontaine, contrat AFEO",AM02457Y,Portail,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,54,HERMES - Aix Les Bains,Kalifa DIOMANDE,"825 BD DU DOCTEUR JEAN JULES HERBERT, AIX LES BAINS, France",5.927728,45.694918
2,"Agence Fontaine, contrat AFEO",AM02460Y,Portail,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,54,HERMES - Aix Les Bains,Kalifa DIOMANDE,"825 BD DU DOCTEUR JEAN JULES HERBERT, AIX LES BAINS, France",5.927728,45.694918
2,"Agence Fontaine, contrat AFEO",AM02465Y,Rideau,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,54,HERMES - Aix Les Bains,Kalifa DIOMANDE,"825 BD DU DOCTEUR JEAN JULES HERBERT, AIX LES BAINS, France",5.927728,45.694918
2,"Agence Fontaine, contrat AFEO",AM02466Y,Porte piétonne,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,54,HERMES - Aix Les Bains,Kalifa DIOMANDE,"825 BD DU DOCTEUR JEAN JULES HERBERT, AIX LES BAINS, France",5.927728,45.694918
2,"Agence Fontaine, contrat AFEO",AF226724,Porte piétonne,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,54,HERMES - Aix Les Bains,Kalifa DIOMANDE,"825 BD DU DOCTEUR JEAN JULES HERBERT, AIX LES BAINS, France",5.927728,45.694918
2,"Agence Fontaine, contrat AFEO",AM02467Y,Barrière Levante,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,54,HERMES - Aix Les Bains,Kalifa DIOMANDE,"825 BD DU DOCTEUR JEAN JULES HERBERT, AIX LES BAINS, France",5.927728,45.694918
2,"Agence Fontaine, contrat AFEO",AM02468Y,Rideau,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,54,HERMES - Aix Les Bains,Kalifa DIOMANDE,"825 BD DU DOCTEUR JEAN JULES HERBERT, AIX LES BAINS, France",5.927728,45.694918
2,"Agence Fontaine, contrat AFEO",AF226727,Porte piétonne,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,54,HERMES - Aix Les Bains,Kalifa DIOMANDE,"825 BD DU DOCTEUR JEAN JULES HERBERT, AIX LES BAINS, France",5.927728,45.694918
2,"Agence Fontaine, contrat AFEO",AF226728,Porte sectionnelle,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,54,HERMES - Aix Les Bains,Kalifa DIOMANDE,"825 BD DU DOCTEUR JEAN JULES HERBERT, AIX LES BAINS, France",5.927728,45.694918
2,"Agence Fontaine, contrat AFEO",AF226729,Porte sectionnelle,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,54,HERMES - Aix Les Bains,Kalifa DIOMANDE,"825 BD DU DOCTEUR JEAN JULES HERBERT, AIX LES BAINS, France",5.927728,45.694918
2,"Agence Fontaine, contrat AFEO",AF226730,Niveleur de quai,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,54,HERMES - Aix Les Bains,Kalifa DIOMANDE,"825 BD DU DOCTEUR JEAN JULES HERBERT, AIX LES BAINS, France",5.927728,45.694918
2,"Agence Fontaine, contrat AFEO",AF226731,Porte piétonne,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,54,HERMES - Aix Les Bains,Kalifa DIOMANDE,"825 BD DU DOCTEUR JEAN JULES HERBERT, AIX LES BAINS, France",5.927728,45.694918
2,"Agence Fontaine, contrat AFEO",AF226732,Porte piétonne,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,54,HERMES - Aix Les Bains,Kalifa DIOMANDE,"825 BD DU DOCTEUR JEAN JULES HERBERT, AIX LES BAINS, France",5.927728,45.694918
2,"Agence Fontaine, contrat AFEO",AF226733,Porte piétonne,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,54,HERMES - Aix Les Bains,Kalifa DIOMANDE,"825 BD DU DOCTEUR JEAN JULES HERBERT, AIX LES BAINS, France",5.927728,45.694918
2,"Agence Fontaine, contrat AFEO",AF226734,Porte piétonne,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,54,HERMES - Aix Les Bains,Kalifa DIOMANDE,"825 BD DU DOCTEUR JEAN JULES HERBERT, AIX LES BAINS, France",5.927728,45.694918
2,"Agence Fontaine, contrat AFEO",AF226735,Ascenseur,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,54,HERMES - Aix Les Bains,Kalifa DIOMANDE,"825 BD DU DOCTEUR JEAN JULES HERBERT, AIX LES BAINS, France",5.927728,45.694918
2,"Agence Fontaine, contrat AFEO",AM02469Y,Portail,Non,47 route des Ecassaz,BELLEY,58,Hermes - Belley,Olivier VUILLAUME ,"47 route des Ecassaz, BELLEY, France",5.7030393,45.7390239
2,"Agence Fontaine, contrat AFEO",AM02473Y,Portail,Non,47 route des Ecassaz,BELLEY,58,Hermes - Belley,Olivier VUILLAUME ,"47 route des Ecassaz, BELLEY, France",5.7030393,45.7390239
2,"Agence Fontaine, contrat AFEO",AM02474Y,Portail,Non,47 route des Ecassaz,BELLEY,58,Hermes - Belley,Olivier VUILLAUME ,"47 route des Ecassaz, BELLEY, France",5.7030393,45.7390239
2,"Agence Fontaine, contrat AFEO",AM02475Y,Porte sectionnelle,Non,47 route des Ecassaz,BELLEY,58,Hermes - Belley,Olivier VUILLAUME ,"47 route des Ecassaz, BELLEY, France",5.7030393,45.7390239
2,"Agence Fontaine, contrat AFEO",AF226741,Porte piétonne,Non,47 route des Ecassaz,BELLEY,58,Hermes - Belley,Olivier VUILLAUME ,"47 route des Ecassaz, BELLEY, France",5.7030393,45.7390239
2,"Agence Fontaine, contrat AFEO",AF226742,Porte piétonne,Non,47 route des Ecassaz,BELLEY,58,Hermes - Belley,Olivier VUILLAUME ,"47 route des Ecassaz, BELLEY, France",5.7030393,45.7390239
2,"Agence Fontaine, contrat AFEO",AF226743,Rideau,Non,47 route des Ecassaz,BELLEY,58,Hermes - Belley,Olivier VUILLAUME ,"47 route des Ecassaz, BELLEY, France",5.7030393,45.7390239
2,"Agence Fontaine, contrat AFEO",AF226744,Rideau,Non,47 route des Ecassaz,BELLEY,58,Hermes - Belley,Olivier VUILLAUME ,"47 route des Ecassaz, BELLEY, France",5.7030393,45.7390239
2,"Agence Fontaine, contrat AFEO",AF226745,Porte piétonne,Non,47 route des Ecassaz,BELLEY,58,Hermes - Belley,Olivier VUILLAUME ,"47 route des Ecassaz, BELLEY, France",5.7030393,45.7390239
2,"Agence Fontaine, contrat AFEO",AM02476Y,Rideau,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,62,Hermes - Les Abrets,Olivier VUILLAUME ,"rue Victor Hugo, LES ABRETS EN DAUPHINE, France",5.5917826,45.5543195
2,"Agence Fontaine, contrat AFEO",AM02477Y,Rideau,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,62,Hermes - Les Abrets,Olivier VUILLAUME ,"rue Victor Hugo, LES ABRETS EN DAUPHINE, France",5.5917826,45.5543195
2,"Agence Fontaine, contrat AFEO",AM02478Y,Rideau,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,62,Hermes - Les Abrets,Olivier VUILLAUME ,"rue Victor Hugo, LES ABRETS EN DAUPHINE, France",5.5917826,45.5543195
2,"Agence Fontaine, contrat AFEO",AM02479Y,Portail,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,62,Hermes - Les Abrets,Olivier VUILLAUME ,"rue Victor Hugo, LES ABRETS EN DAUPHINE, France",5.5917826,45.5543195
2,"Agence Fontaine, contrat AFEO",AM02480Y,Portail,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,62,Hermes - Les Abrets,Olivier VUILLAUME ,"rue Victor Hugo, LES ABRETS EN DAUPHINE, France",5.5917826,45.5543195
2,"Agence Fontaine, contrat AFEO",AM02482Y,Rideau,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,62,Hermes - Les Abrets,Olivier VUILLAUME ,"rue Victor Hugo, LES ABRETS EN DAUPHINE, France",5.5917826,45.5543195
2,"Agence Fontaine, contrat AFEO",AM02483Y,Porte piétonne,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,62,Hermes - Les Abrets,Olivier VUILLAUME ,"rue Victor Hugo, LES ABRETS EN DAUPHINE, France",5.5917826,45.5543195
2,"Agence Fontaine, contrat AFEO",AM02484Y,Porte piétonne,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,62,Hermes - Les Abrets,Olivier VUILLAUME ,"rue Victor Hugo, LES ABRETS EN DAUPHINE, France",5.5917826,45.5543195
2,"Agence Fontaine, contrat AFEO",AM02485Y,Porte piétonne,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,62,Hermes - Les Abrets,Olivier VUILLAUME ,"rue Victor Hugo, LES ABRETS EN DAUPHINE, France",5.5917826,45.5543195
2,"Agence Fontaine, contrat AFEO",AM02486Y,Porte piétonne,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,62,Hermes - Les Abrets,Olivier VUILLAUME ,"rue Victor Hugo, LES ABRETS EN DAUPHINE, France",5.5917826,45.5543195
2,"Agence Fontaine, contrat AFEO",AM02487Y,Rideau,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,62,Hermes - Les Abrets,Olivier VUILLAUME ,"rue Victor Hugo, LES ABRETS EN DAUPHINE, France",5.5917826,45.5543195
2,"Agence Fontaine, contrat AFEO",AM02488Y,Rideau,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,62,Hermes - Les Abrets,Olivier VUILLAUME ,"rue Victor Hugo, LES ABRETS EN DAUPHINE, France",5.5917826,45.5543195
2,"Agence Fontaine, contrat AFEO",AM02489Y,Rideau,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,62,Hermes - Les Abrets,Olivier VUILLAUME ,"rue Victor Hugo, LES ABRETS EN DAUPHINE, France",5.5917826,45.5543195
2,"Agence Fontaine, contrat AFEO",AM15494Y,Niveleur de quai,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,62,Hermes - Les Abrets,Olivier VUILLAUME ,"rue Victor Hugo, LES ABRETS EN DAUPHINE, France",5.5917826,45.5543195
2,"Agence Fontaine, contrat AFEO",AM15497Y,Rideau métallique,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,62,Hermes - Les Abrets,Olivier VUILLAUME ,"rue Victor Hugo, LES ABRETS EN DAUPHINE, France",5.5917826,45.5543195
2,"Agence Fontaine, contrat AFEO",AM15498Y,Rideau métallique,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,62,Hermes - Les Abrets,Olivier VUILLAUME ,"rue Victor Hugo, LES ABRETS EN DAUPHINE, France",5.5917826,45.5543195
2,"Agence Fontaine, contrat AFEO",AF226779,Porte piétonne,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,62,Hermes - Les Abrets,Olivier VUILLAUME ,"rue Victor Hugo, LES ABRETS EN DAUPHINE, France",5.5917826,45.5543195
2,"Agence Fontaine, contrat AFEO",AF226780,Porte piétonne,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,62,Hermes - Les Abrets,Olivier VUILLAUME ,"rue Victor Hugo, LES ABRETS EN DAUPHINE, France",5.5917826,45.5543195
